Reaction	Glucose	Fructose	Gluconate	Succinate + Glutamate	Glycerol	Malate	Malate + Glucose	Pyruvate
R_Kt2r	1.7951481098400532	1.8193118310431804	1.688304962252081	1.7663612371040958	1.8326957439378837	1.6911089973375801	1.8242769318840304	1.4914524485879994
R_LAAL20	4.3645421857420383e-20	0.0	3.660668663517287e-20	2.4933591002650853e-20	3.3936964267821514e-20	1.481252987708001e-20	4.1283232626422515e-20	1.425283004097201e-20
R_LAAL21	3.2303795649388716e-20	0.0	3.0111741615990885e-20	2.3911155718894056e-20	2.9205659561322584e-20	1.3298559461501415e-20	2.75815103420446e-20	1.3563249750942504e-20
R_LAAL22	6.206687991413824e-20	0.0	4.4439347831455556e-20	3.4848097479406307e-20	4.1265390587691777e-20	1.6029730723527187e-20	5.76919830293934e-20	1.573315166467791e-20
R_HISt2r	9.895176646482876e-09	9.896947932547351e-09	9.90226243671582e-09	9.81209417391897e-09	9.915037339815515e-09	9.908174553141488e-09	9.890031469778087e-09	9.901399736263961e-09
R_HMBS	7.247243263292618e-18	0.0	6.547269380522783e-15	0.0	2.2698667985569444e-15	0.0	6.003474578798442e-18	0.0
R_HMGCOAS	-0.12381401821315267	-0.12504130597286506	-0.12000522079137935	-0.15670234108653072	-0.11126428823133608	-0.10339198186843401	-0.12482764558189607	-0.1236292518859874
R_LAAL23	4.280723246008036e-20	0.0	5.800720651903858e-20	4.0091942325191294e-20	5.444880802431953e-20	2.882603584795784e-20	4.8313354015265056e-20	2.991088099683904e-20
R_ECOAH1_1	-0.00012187445366684813	-5.6947207049518056e-05	-0.0002413071466058625	-3.3462787492499764e-05	-0.00021987414872537411	-0.00013842921765161442	-0.0001806122475225269	-4.356146801520744e-05
R_LAAL24	2.8505583153279527e-20	0.0	8.685094712780035e-21	9.563228445411108e-21	8.961775763728169e-21	8.577910907121477e-22	2.108780085055375e-20	0.0
R_Kt3r	2.670018641236066	2.712763676770822	2.5545265349826005	2.64798034262291	2.7942687956579633	2.602607584244946	2.7366039254251464	2.3366834073655234
R_HMGL	0.12381401821315265	0.12504130597286509	0.12000522079137928	0.1567023410865307	0.11126428823133604	0.10339198186843407	0.12482764558189605	0.1236292518859875
R_HOXPRx	-0.0747842672604313	-0.0312140747868952	-0.06054591490310579	-0.1071082486840338	-0.023666071168708003	-0.06502109447176396	-0.06634677882069195	-0.06005614973702422
R_HMPK1	1.722847346360898e-19	0.0	7.089103420517896e-20	9.121233773678336e-20	6.777894565191092e-20	2.476281722399614e-20	1.3100663901723489e-19	1.6033513804529253e-20
R_ECOAH2	-0.00012186452814755279	-5.693728578792802e-05	-0.0002412972164658189	-3.3452862086447155e-05	-0.00021986421963071656	-0.00013841928955549143	-0.00018060231924033052	-4.3551548345233115e-05
R_HP5CD_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0087462241928619e-22
R_Kt1	0.31234877010260986	0.30053223818235697	0.3228333399304094	0.3173038259329163	0.2750714724697918	0.34319606458981106	0.3497620147392073	0.3076981833486549
R_HPPK	0.00024012935630611832	0.00019818468420520225	0.00016851032682878184	0.0009121948132569008	4.565402016016351e-05	7.494558924122154e-05	0.0003737904454571917	8.107370069075794e-05
R_LAAL25	4.5968835552329374e-20	0.0	1.811616589561498e-20	1.5921741478323788e-20	1.5281060439459222e-20	2.5599237533763884e-21	3.8251462167817165e-20	7.145444811302488e-22
R_ECOAH2c	0.2084200479477667	0.2038974708452035	0.1846088234057848	0.12140982406143165	0.1849153490105755	0.18203275824662768	0.2060760067651004	0.259661969399263
R_LAAF	9.974364473309455e-09	9.975827362504734e-09	9.976828750063408e-09	9.983355585207484e-09	9.978413244745092e-09	9.983199307675733e-09	9.974449129388116e-09	9.983665729405852e-09
R_LAAL1	9.558603397537992e-21	0.0	0.0	0.0	7.877973080167559e-22	0.0	0.0	0.0
R_HSDy	-0.1511054364791795	-0.1257346919558775	-0.16124869532197672	-0.12615715327531607	-0.16063795499429268	-0.16840891937641025	-0.22766820768159945	-0.08020694227745606
R_HSK	0.10676449018846076	0.09045791399618663	0.11634337053445472	0.09868913371391744	0.11466074339493028	0.13054403612401638	0.15860585266821225	0.06422774392876385
R_HSST	0.044340946290718934	0.03527677795969075	0.04490532478752218	0.02746801956139855	0.04597721159936219	0.03786488325239379	0.06906235501338731	0.015979198348692103
R_LAAL10	8.132752788412315e-20	0.0	3.087249190956022e-20	2.9604503195497874e-20	2.8082468835838204e-20	3.2339319597561526e-21	6.707035557575441e-20	1.5549174451937118e-21
R_LAAL11	6.922620482908216e-20	1.0280122564627405e-22	2.740192895519289e-20	2.2331491260567534e-20	2.3020786487699052e-20	2.930214493482273e-21	5.858177620914781e-20	0.0
R_HXAD	0.0	0.0	0.0	0.0	0.0	6.277155007681025e-23	0.0	1.2911997281335803e-22
R_ECOAH3	-0.00012186452814777483	-5.693728578792802e-05	-0.00024129721646626298	-3.34528620866692e-05	-0.0002198642196309386	-0.00013841928955504734	-0.00018060231924033052	-4.355154834478903e-05
R_HSTPTr	0.10485262650714633	0.08470384049779023	0.0881462980203298	0.017205704701033664	0.0683705226175717	0.031620678212390015	0.09915152889068456	0.026467059121640716
R_LAAL12	5.788457643591759e-20	0.0	2.0907480869366498e-20	2.130931135024719e-20	1.8289230517342768e-20	1.4174924399353173e-21	4.4879544971667965e-20	0.0
R_LAAL13	5.250301860154743e-20	0.0	2.174425445346041e-20	1.4760586380642618e-20	2.0557506047010952e-20	0.0	4.499914860816799e-20	0.0
R_ECOAH4	-0.00012186452814799685	-5.693728578792802e-05	-0.00024129721646648505	-3.34528620866692e-05	-0.00021986421963116065	-0.0001384192895548253	-0.00018060231924033052	-4.355154834456698e-05
R_LAAL14	5.862389583265912e-20	0.0	2.4680627941230052e-20	2.0097418551805982e-20	2.214548711162891e-20	0.0	4.8461086342221286e-20	0.0
R_LAAL15	9.214113116632314e-09	9.263983828099955e-09	8.646991771645597e-09	9.550519102493473e-09	8.141689285443963e-09	8.437091265216649e-09	9.353313163232229e-09	9.133349432018148e-09
R_LAAL16	8.838723142048738e-20	1.0889172388257787e-22	3.9008733640486494e-20	3.103435959698223e-20	3.4205469168896835e-20	2.204136329361115e-21	7.857055658505091e-20	0.0
R_LAAL26	3.4627212236266636e-20	0.0	1.1621969179797609e-20	1.490006497675605e-20	1.0549253142126258e-20	1.0469524112839902e-21	2.454948856134618e-20	2.597032521104989e-23
R_LAAL27	6.439029650977482e-20	0.0	2.59495760938396e-20	2.583700673710577e-20	2.2608982965811726e-20	3.778127669544852e-21	5.465945855252503e-20	2.196119664037769e-21
R_ICDHyr	0.19312030307682404	0.2454941433685147	0.14536314877823253	-0.7318457855013666	0.1557073554434676	0.2568267592353468	0.15781227177069754	0.6159436247171317
R_ICHORT	1.3351703215685663e-19	0.0	5.802877297630427e-20	8.867993186839693e-20	5.428647574709179e-20	2.0133325459979116e-20	1.0594297424966933e-19	1.6846404178007914e-20
R_IG3PS_1	0.10485262650714633	0.08470384049779033	0.0881462980203301	0.017205704701033445	0.06837052261757166	0.031620678212389716	0.09915152889068472	0.026467059121640543
R_IGPDH_1	0.10485262650714633	0.08470384049779033	0.0881462980203301	0.017205704701033445	0.06837052261757166	0.031620678212389716	0.09915152889068472	0.026467059121640543
R_IGPS	9.366766144559844e-09	9.355352403384543e-09	9.352013969591475e-09	9.310909840520512e-09	9.328835549508714e-09	9.231329436281461e-09	9.366876641509284e-09	9.223097908825804e-09
R_ILEDHr	-0.09274390440742343	-0.08078387678921006	-0.08649901653069214	-0.0401959446619613	-0.08598252821485075	-0.0684407814102963	-0.12426105423444155	-0.046169765060841916
R_IMPD	0.002918258265918045	0.002580711614379684	0.003033988458634219	0.002554114942568833	0.002929234019138738	0.002409408183240576	0.003204671954875405	0.0017905758356770696
R_ILETA	0.09274391672296778	0.08078388910661483	0.08649902893026651	0.04019595695080946	0.08598254061257292	0.06844079389235214	0.12426106651151025	0.04616977752972051
R_ILEt2r	9.618211435296101e-09	9.620071078680878e-09	9.702180226161474e-09	9.591559098640735e-09	9.700259621795528e-09	9.784509546173727e-09	9.579773603117421e-09	9.771315711931733e-09
R_LAAL28	4.51301485640425e-20	0.0	3.951718310763503e-20	3.108084534259369e-20	3.5792156023301673e-20	1.6574178520130254e-20	4.5281080863086716e-20	1.6373597633403587e-20
R_LAAL29	2.279035347438808e-20	0.0	6.132146193867906e-21	7.918074587323781e-21	7.08133561769438e-21	3.596198477612988e-22	1.5642492290699222e-20	0.0
R_ECOAH5_1	-0.00012186452814799685	-5.693728578792802e-05	-0.00024129721646670707	-3.345286208711329e-05	-0.0002198642196313827	-0.00013841928955460325	-0.0001806023192405526	-4.3551548344122886e-05
R_LAAL3	1.567973169488755e-20	0.0	0.0	2.394041470386708e-21	2.3745233714873124e-21	0.0	3.3882283918134125e-21	0.0
R_LAAL30	4.0253356685955527e-20	0.0	1.556271251696625e-20	1.4276335854206427e-20	1.3400120545413888e-20	2.063259394565648e-21	3.280590122752173e-20	5.043360210319076e-22
R_INS2D	9.944740726664055e-09	9.945259114404977e-09	9.948951307569235e-09	9.957103345335314e-09	9.949522457639632e-09	9.957631887089663e-09	9.943937592303888e-09	9.958273378300822e-09
R_ECOAH6	-0.00012186452814799685	-5.693728578770596e-05	-0.00024129721646692914	-3.345286208689125e-05	-0.00021986421963160477	-0.00013841928955415916	-0.00018060231924077463	-4.3551548343678796e-05
R_INSTt2	9.944740726750817e-09	9.945259114405293e-09	9.948951307621215e-09	9.957103345407917e-09	9.949522457677727e-09	9.957631887105425e-09	9.943937592389572e-09	9.958273378314777e-09
R_IPDPUPT	9.399435162963714e-19	0.0	1.2575852811831018e-16	0.0	6.632044015374905e-17	0.0	0.0	0.0
R_LANTHabc	5.490559235260498e-21	8.729617999359376e-23	3.1844582293131346e-21	2.378795980943335e-21	2.5674146566755318e-21	9.626377322504292e-22	5.1944852496155275e-21	7.668944502019801e-22
R_LIPO1S24_BS	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_IPMD	0.03145355617659327	0.03141834828562764	0.016081932440824676	0.023538801607834708	0.016032880987502794	0.007135147927415917	0.03287027682789045	0.015067666829629974
R_ECOAH7	-4.427904305903674e-05	-1.893356613735797e-05	-9.489054062328249e-05	-1.0498402477354674e-05	-8.621547639386941e-05	-5.224947230830779e-05	-6.751964758677785e-05	-1.5013478532832636e-05
R_IPPS	0.03145355617659335	0.03141834828562761	0.016081932440824717	0.023538801607834614	0.016032880987502718	0.007135147927415905	0.03287027682789041	0.01506766682962999
R_IZPN_1	0.10485264678014633	0.08470386077694397	0.08814631838451968	0.017205721782461682	0.0683705430772153	0.031620698608805994	0.09915154908295527	0.02646707944091453
R_LIPO2S24_BS	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_LIPO4S24_BS	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_LIPTabc	5.490559235260499e-21	8.729617999359376e-23	3.1844582293131346e-21	2.378795980943335e-21	2.5674146566755318e-21	9.626377322504292e-22	5.1944852496155275e-21	7.668944502019801e-22
R_IPPMIa	-0.0314535561765934	-0.03141834828562762	-0.01608193244082456	-0.023538801607834614	-0.016032880987502773	-0.007135147927415986	-0.032870276827890337	-0.015067666829630122
R_IPPMIb	-0.0314535561765934	-0.03141834828562762	-0.01608193244082456	-0.023538801607834614	-0.016032880987502773	-0.007135147927415986	-0.032870276827890337	-0.015067666829630122
R_KARA1	-0.2450883423510608	-0.2398886895836281	-0.20361183578367087	-0.1478124502928626	-0.2033215492673799	-0.19039557648356345	-0.24785542506963765	-0.2758658853087621
R_KARA2	0.13218126099167615	0.11506955914017157	0.12406747645332072	0.0669705027914762	0.1238195701899194	0.09992942327076193	0.1781336558426867	0.06797333404947503
R_LYSLG_BS	4.034512682165364e-09	2.1137941103192106e-09	3.923943335060449e-09	3.312484687383618e-09	3.470989847369331e-09	2.4544500516900304e-09	4.502688902279122e-09	2.401978275289835e-09
R_MALTTRabc	9.933725955520368e-09	9.972446640239473e-09	9.973814873264367e-09	9.982917615966658e-09	9.97637075211912e-09	9.982744415031512e-09	9.93357514677029e-09	9.983354220112438e-09
R_MAL_Dt2	9.805155087954952e-09	9.802874463964452e-09	9.805934221438279e-09	9.810028219508456e-09	9.824843327395173e-09	9.790791417601978e-09	9.771022960554542e-09	9.803792028081264e-09
R_MAN1Pt6	-0.0021525622609777084	-6.1211460181676e-05	-9.624106631411777e-06	9.61666679621942e-09	-2.3536412752100944e-07	9.631642372553983e-09	-0.0020379686414562226	9.691834002012456e-09
R_MAN6Pt6	-0.0021546332221644704	-6.121313061457911e-05	-9.624148249010034e-06	9.61666679621942e-09	-2.3536415083569287e-07	9.631642372553983e-09	-0.0020398036485045346	9.691834002012456e-09
R_KAS1	3.088163402273648e-10	0.0	0.0	0.0	0.0	0.0	1.6266902209659912e-10	0.0
R_LAAL31	2.8911728305350666e-20	0.0	9.068768124326983e-21	1.325490677759014e-20	8.66906721124394e-21	5.487812064683495e-22	1.910417677330577e-20	0.0
R_ECOAH9ir	0.1321812575578023	0.11506958031032323	0.12406749846315555	0.0669705248532535	0.12381959210961145	0.09992945063698656	0.17813365982380658	0.06797336125799225
R_EDA	2.9721860920284308e-08	2.9725915879599558e-08	2.975420804178118e-08	2.9815742445904234e-08	2.9769379192770582e-08	2.9807414958450294e-08	2.970394678593148e-08	2.9809027502122214e-08
R_MANAO	-9.94743043492008e-09	-9.947833667922623e-09	-9.950044121964652e-09	-9.95773552503465e-09	-9.95172477757933e-09	-9.95580329288259e-09	-9.945941181754849e-09	-9.956240054620478e-09
R_METt3	0.18330544072189744	0.18381360702884667	0.17267600274153003	0.17915232121235475	0.16132664274411534	0.145164692201013	0.18654234412990045	0.13393054138028926
R_ENO	1.9206257994128892	2.2433476670733867	1.3078992138799188	-0.526614252881889	1.2380679260952747	-0.5657870094476164	1.6212958704799525	-0.5680710376419308
R_MELIBt2	9.923400716179996e-09	9.954639087402795e-09	9.957014101556018e-09	9.97294832927834e-09	9.96156944797016e-09	9.97256115478328e-09	9.923083083085487e-09	9.973703102090365e-09
R_NACt	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_MALt2r	9.852455051123483e-09	9.493696017832624e-09	9.896695742094017e-09	1.152618930046512e-08	1.0468563309071917e-08	1.3199301103060124	0.8259429145590971	1.0203619962674449e-08
R_ETHAt6	9.876249373874655e-09	9.87759207760064e-09	9.88228499032573e-09	9.878193485413078e-09	9.883564411339309e-09	9.891612084977908e-09	9.877669127078548e-09	9.886215290855203e-09
R_MECDPS	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_NMNHYD	0.0015214325421299966	0.0016116793299520982	0.001396481099958935	0.0015954594060496596	0.0013160624452375205	0.0010841670351127153	0.0016546511351782645	0.0008384442084337085
R_LCYSTabc	9.949617894292878e-09	9.947592810944045e-09	9.949721333850109e-09	9.94533201218573e-09	9.951405283784708e-09	9.944733315960432e-09	9.949345807388493e-09	9.943572182488352e-09
R_MANt2	4.422650393660216e-21	0.0	1.306805752460132e-20	3.2999501243606137e-20	1.0350526686889886e-20	8.911816522066916e-21	4.957795350662571e-21	8.499473630845387e-21
R_LLEUDr	-1.4356894803728706	-1.386543594326036	-1.3456134839912668	-0.6317567140812961	-1.3621500559701722	-1.2611781249422545	-1.4234081701221477	-1.2382303455320127
R_L_LACt2r	-0.40870883295365545	-0.5034968918140437	-0.21148514190721654	-0.0824605575430204	-0.15506230468659865	-0.0426630170116411	-0.8726465706161899	-0.11232630271093558
R_MTAN	0.010250274982433728	0.008911914110880777	0.005903932548426678	0.011784601357891172	0.0048201958716373935	0.0015733936205770565	0.01014869570343847	0.0013923193674923945
R_MOPSabc	5.4910573327889735e-21	8.729608808209764e-23	3.184458303905383e-21	2.3787958890300628e-21	2.5674146549771813e-21	9.62637732251011e-22	5.1947374517667115e-21	7.671427769585537e-22
R_MLTG1	9.9337259552679e-09	9.97244664037411e-09	9.973814872946296e-09	9.982917615118303e-09	9.976370751865821e-09	9.98274441482069e-09	9.933575146509997e-09	9.983354219901358e-09
R_NAPRT	0.0015214226409498988	0.0016116694290273517	0.0013964712110485775	0.0015954495112238119	0.0013160525722406555	0.001084157170664124	0.0016546412276627898	0.0008384343408418538
R_MLTG2	0.0	1.204811226305365e-19	0.0	0.0	0.0	0.0	0.0	0.0
R_LAAL32	3.941467048914091e-20	0.0	3.6963981372585184e-20	2.9435191745207836e-20	3.391171587726642e-20	1.6076260493262645e-20	3.983602554880864e-20	1.6162137816219522e-20
R_LEUTA	1.4042359325342368	1.355125241353659	1.3295315464625568	0.6082179072994736	1.3461171699415433	1.25404296913799	1.3905378976862588	1.2231626709019667
R_METS	0.0046141838389432074	0.0040715240453473725	0.0039759583474816345	0.008605108988353618	0.0036572909232675367	0.003900412778098565	0.006091308430261335	0.0034340089928109213
R_LEUt2r	-0.031453542086766095	-0.03141834717064018	-0.01608193234404265	-0.023538800693493126	-0.016032881349352213	-0.00713515082969307	-0.03287026654477332	-0.015067668959237944
R_O2t	3.424340791960212	3.4301232429437403	3.2327295842486787	4.03252468098258	3.5112078523910126	3.0264944499909783	3.3455690233872217	3.2363239640352766
R_LAAL33	9.116652353250707e-20	0.0	9.345750281877373e-20	1.0747648199894519e-19	8.510234608091915e-20	5.493677333600124e-20	7.626777923865356e-20	5.046952787245286e-20
R_LACZ	9.915589753563673e-09	9.951976517994409e-09	9.95453889059823e-09	9.972006832131696e-09	9.959540705001996e-09	9.971514091935896e-09	9.915222743728128e-09	9.972717700684557e-09
R_LIPO3S24_BS	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_METSR_R1	0.17494338733688708	0.16926745746276425	0.1885895642917144	0.19970903531906312	0.2108422303503787	0.17653706006239453	0.17986223019884726	0.15753898472307515
R_METSR_R2	0.1749433783652098	0.16926744833113064	0.18858955516368936	0.19970902600655951	0.2108422212792506	0.1765370505741981	0.17986222126631693	0.15753897519679255
R_METSabc	8.97167727772639e-09	9.13163363113232e-09	9.128025003152735e-09	9.312503599917384e-09	9.071128106049268e-09	9.488196414157117e-09	8.932530337544385e-09	9.526282582706765e-09
R_METDabc	5.490806155775976e-21	8.729435311139786e-23	3.1844582293131346e-21	2.378795889306289e-21	2.5674146566755318e-21	9.626377322513019e-22	5.194485249615527e-21	7.671427945781001e-22
R_METabc	0.18162730974357466	0.18291810089362265	0.1717193593572918	0.17874826435946675	0.15976342233636615	0.1451051032535179	0.1846159524488229	0.1338980506850345
R_METSR_S1	0.1807648760148048	0.17393691242907666	0.19426528247082853	0.20776515355488245	0.21609839609577086	0.17963453349173286	0.18623371424796933	0.1635689183669715
R_METSR_S2	0.18076486704312755	0.17393690329744302	0.19426527334280355	0.20776514424237885	0.21609838702464276	0.17963452400353644	0.18623370531543895	0.1635689088406889
R_METTRS	2.6514903249361142e-20	0.0	2.7604251796140644e-20	2.047855703214352e-20	2.4790922786901655e-20	1.17019745649254e-20	2.780776998691269e-20	1.1828854746685947e-20
R_MGSA	1.823395740769406e-20	0.0	1.2967180546644667e-20	2.0095901766159395e-20	8.626959597879937e-21	5.519634492959486e-21	1.7676752794807524e-20	5.22696038331142e-21
R_LYSAM	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_OMCDC	0.03145355617659327	0.03141834828562764	0.016081932440824676	0.023538801607834708	0.016032880987502794	0.007135147927415917	0.03287027682789045	0.015067666829629974
R_LCTSabc	9.915589753573888e-09	9.95197651798641e-09	9.954538890622084e-09	9.972006832199228e-09	9.959540705020841e-09	9.971514091952931e-09	9.915222743742707e-09	9.972717700701794e-09
R_MGt5	0.9188750388703002	1.0179354242034644	0.9047626136635584	0.8773076170184599	0.9520186173066024	0.9254786294711176	0.8646659792186728	1.0270636424600128
R_PALAt2	9.862177571757866e-09	9.954232973886976e-09	9.956692567059462e-09	9.972830292727704e-09	9.961266712077874e-09	9.972454466021168e-09	9.861650441916256e-09	9.973571812874096e-09
R_MMSAD2	6.6607751579431105e-09	6.684872608123494e-09	6.847127821433918e-09	6.785630134735172e-09	6.936342913531391e-09	7.441757801362296e-09	6.547284867052621e-09	7.176719379904465e-09
R_MI1PP	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_LDH2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_LDH_L	-0.4087088163830359	-0.5034968752725781	-0.21148512514606646	-0.08246054110328492	-0.15506228781221876	-0.13181932233016114	-0.9501387748333016	-0.11232628570430224
R_PAP_BS	0.18175368831143546	0.181250034226738	0.17559616705964062	0.1743832174882795	0.1636274032758461	0.15203699579094038	0.18462880265698176	0.1434455574531476
R_LYSDC	3.2503632327755666e-20	4.814896715131442e-21	5.077772603301569e-20	2.4407303369737307e-20	4.9551801835026206e-20	3.826697977095405e-20	2.912955727800946e-20	4.127224488648941e-20
R_MCITL2	0.029931579690951064	0.02189719350937347	0.06505753639709977	0.0047601656193305706	0.0637847501114075	0.08259452997009409	0.040938696868210944	0.05302050101064093
R_PEPt6	-0.00014671949465072665	-9.051043361196776e-05	-7.715946487230063e-05	-3.5143137895543575e-05	-2.0725651056929806e-05	-2.1365162127473525e-05	-0.00031853616674348833	-2.714197302133847e-05
R_MMSAD3	9.944740726603186e-09	9.945259114405298e-09	9.948951307536409e-09	9.957103345290528e-09	9.949522457612977e-09	9.957631887081865e-09	9.943937592245332e-09	9.958273378294404e-09
R_PGL	0.942277568004304	0.6880427639916364	0.2815644895624862	0.2744137836127408	0.2837440833303094	0.21047959903156246	0.7355205700096947	0.3835962997347496
R_MMSDHir	0.1007234224370101	0.09930316627484054	0.09217038435764446	0.06089106132201449	0.0925275490518202	0.08714480318734147	0.09692284929168622	0.12812928135740342
R_MMSAD1	0.10769662551075652	0.10459430457036298	0.0924384390481403	0.06051876273941712	0.0923877999587553	0.09488795505928622	0.10915315747341413	0.1315326880418599
R_MNNH	9.947430434921037e-09	9.947833667926162e-09	9.950044116959503e-09	9.957735524982809e-09	9.951724777569848e-09	9.955803292870176e-09	9.945941175318328e-09	9.956240049821957e-09
R_LYSt3r	0.020027578169238724	0.019059232988343	0.013419574906970322	0.029146072658856718	0.011962836872551176	0.008565315140413365	0.02904916981246608	0.007864854969462766
R_MAN6PI	-0.004307195345089721	-0.00012241649335686944	-1.9239188780550972e-05	2.9085777564219487e-08	-4.6119991070625593e-07	2.9109648247427344e-08	-0.004077772926848189	2.9237865017961436e-08
R_M1PD	-5.8154763227236125e-09	4.103896111828931e-09	8.380872995594757e-09	9.843637127637804e-09	9.324854000070104e-09	9.839597026051193e-09	-6.373272021242825e-09	9.854190019531472e-09
R_MAL6PG	3.414349770274615e-09	0.0	0.0	0.0	0.0	0.0	3.058592251147404e-09	0.0
R_MALT	0.0	3.8840097870119846e-08	3.871219070600428e-08	3.895188679937745e-08	3.8735143871257353e-08	3.888121347686197e-08	0.0	3.896241461268105e-08
R_MNabc	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_MNt2	4.16787781064293e-09	3.5853413583428415e-09	4.0563763562353115e-09	4.454321873935486e-09	4.305035320597506e-09	3.618553327919663e-09	4.345009441579839e-09	3.2342981561855637e-09
R_MOHMT	0.005214748953134075	0.004572884070280143	0.0029210937594893226	0.002863838342507335	0.002373333092632129	0.0012276848443165539	0.008909153010307489	0.001136263558642418
R_MPL	2.2246768973355672e-08	0.0	0.0	0.0	0.0	0.0	2.2447778583215072e-08	0.0
R_MOBDabc	5.4908060638448276e-21	8.729435311139789e-23	3.1842114006018926e-21	2.3787958895584458e-21	2.5676659239229845e-21	9.62637732251006e-22	5.194987697652577e-21	7.673941357252428e-22
R_MTHFC	0.4555744067717822	0.42486612712640026	0.4248044076232321	0.3789828517286655	0.337418244611844	0.388315189506298	0.4704491552405578	0.4015839805882333
R_MALTATr	4.99512110650984e-20	0.0	3.7721631102966336e-20	8.217976402341223e-20	3.115154989179514e-20	1.7899522604032757e-20	4.904707303826384e-20	1.7367769014035346e-20
R_MCA	0.029931579690951168	0.02189719350937347	0.06505753639709988	0.0047601656193305706	0.0637847501114076	0.0825945299700942	0.040938696868211055	0.05302050101064093
R_MTHFD	0.4555744067717822	0.42486612712640026	0.4248044076232321	0.3789828517286655	0.337418244611844	0.388315189506298	0.4704491552405578	0.4015839805882333
R_PGPPH_BS	2.3826200495811925e-08	1.2425121870262987e-08	2.2798492091741984e-08	1.926347114803005e-08	1.949119655140449e-08	1.4285330060163266e-08	2.6566188919141297e-08	1.3969467180868792e-08
R_MTHFR3	0.0046141838389432074	0.0040715240453473725	0.0039759583474816345	0.008605108988353618	0.0036572909232675367	0.003900412778098565	0.006091308430261335	0.0034340089928109213
R_MALTabc	6.4448273801302295e-09	1.920266412481913e-08	1.9072935680408134e-08	1.930144923612645e-08	1.909650946950825e-08	1.9244504518234377e-08	6.799239775395177e-09	1.9327926711872653e-08
R_MALTpts	3.4143497703050062e-09	0.0	0.0	0.0	0.0	0.0	3.058592251176564e-09	0.0
R_MALt10	0.0	0.0	0.0	0.0	0.0	0.08915631526275483	0.07749221413572667	0.0
R_MCITS	0.0299315796909511	0.02189719350937344	0.06505753639709984	0.0047601656193305645	0.06378475011140755	0.08259452997009417	0.04093869686821102	0.05302050101064093
R_OXGDC	0.1383586749500552	0.1741535218207543	0.09836311683211943	0.5687570284523558	0.09734725094029896	0.11753857392800746	0.12297902769972872	0.2096977554908006
R_MALt4	4.8502222679220725e-09	5.2252534241959025e-09	4.856433016617457e-09	2.932172336054749e-09	5.3435415518741746e-09	1.2194380560742584	0.7735136264724357	5.3311514513735485e-09
R_MCSNAH	0.0029360593423150005	0.003176034160042418	0.0030193356760469525	0.008201072699522305	0.0020940920102870964	0.003840851514098187	0.004164926864608565	0.003401548744114802
R_MTRI	0.010250270746075651	0.008911919031523441	0.005903941242337174	0.011784610841092393	0.004820204501166492	0.0015734034104080141	0.010148695618796609	0.0013923291703266116
R_MTRK	0.010250270746075684	0.008911919031523314	0.005903941242337217	0.01178461084109233	0.004820204501166358	0.0015734034104081759	0.010148695618796598	0.001392329170326764
R_NADK	1.9864016014060712e-10	1.685375076102086e-10	1.7511498596886097e-10	1.100660801294324e-10	1.524602712702154e-10	1.0461487190693852e-10	1.9947690817520892e-10	9.112426630140042e-11
R_NADK1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_NADH4	4.1778491889241165	4.2192730082266925	3.924350640836038	3.896201511489881	3.9092790998937184	3.723527747962367	4.219436176279101	3.7736529268969607
R_MDH	0.21809849183000574	0.15434657134261753	0.2828326378740631	0.5522147538281188	0.29821519062654245	1.4292191455851204	0.7689167646418091	0.632642151520854
R_NADK2	1.9381337420289704e-10	1.6709035738632163e-10	1.7221942514809842e-10	1.0904325148112842e-10	1.516130994076819e-10	1.0449672532550708e-10	1.9377279758744485e-10	9.103070325933995e-11
R_ORNTAC_1	-0.08984058280322138	-0.10416483506917773	-0.07490654203632219	-0.10068363288223292	-0.06547048986656256	-0.07230157246175395	-0.09706063382709296	-0.09246817447394973
R_NADK3	1.9864016005625882e-10	1.6853750762810105e-10	1.75114985964712e-10	1.1006608033322347e-10	1.5246027134085548e-10	1.0461487212537968e-10	1.9947690808726512e-10	9.112426656159936e-11
R_MDRPD	0.010250270746075743	0.008911919031523384	0.005903941242337266	0.011784610841092441	0.004820204501166425	0.0015734034104081414	0.0101486956187965	0.0013923291703267413
R_MALDDH	9.805155087954145e-09	9.802874463964508e-09	9.805934221438244e-09	9.810028219507297e-09	9.824843327393962e-09	9.790791417601078e-09	9.771022960554588e-09	9.803792028080804e-09
R_ME2	0.4232774188822556	0.4984348002916457	0.3203152683924769	1.3662749062853403	0.2985789151064509	1.5591464481158628	1.19833471366003	0.27948889387863235
